ID,iptm,ptm,ranking_score,fraction_disordered
331_391,0.27,0.53,0.33,0.0
331_075,0.23,0.61,0.31,0.01
331_101,0.15,0.51,0.22,0.0
331_648,0.4,0.43,0.43,0.05
331_471,0.11,0.56,0.22,0.03
331_078,0.7,0.8,0.72,0.0
331_086,0.22,0.72,0.33,0.03
331_360,0.15,0.58,0.23,0.0
331_091,0.26,0.73,0.35,0.0
331_056,0.12,0.65,0.29,0.12
331_520,0.22,0.67,0.32,0.03
331_405,0.12,0.52,0.2,0.0
331_482,0.36,0.59,0.4,0.0
331_193,0.13,0.63,0.23,0.0
331_016,0.16,0.56,0.24,0.0
331_382,0.31,0.53,0.38,0.04
331_339,0.16,0.7,0.33,0.13
331_519,0.2,0.77,0.31,0.0
331_621,0.26,0.72,0.37,0.02
331_479,0.15,0.44,0.21,0.0
331_018,0.19,0.57,0.28,0.03
331_044,0.63,0.84,0.69,0.04
331_137,0.13,0.73,0.28,0.07
331_573,0.51,0.71,0.55,0.0
331_417,0.19,0.58,0.27,0.0
331_241,0.12,0.55,0.23,0.05
331_010,0.29,0.69,0.4,0.06
331_427,0.44,0.71,0.5,0.0
331_031,0.13,0.6,0.22,0.0
331_145,0.12,0.53,0.2,0.0
331_541,0.44,0.71,0.53,0.06
331_373,0.17,0.58,0.25,0.0
331_343,0.19,0.56,0.27,0.0
331_523,0.52,0.59,0.56,0.04
331_243,0.25,0.63,0.34,0.01
331_216,0.85,0.9,0.86,0.0
331_567,0.26,0.81,0.46,0.17
331_142,0.14,0.49,0.21,0.0
331_631,0.36,0.35,0.39,0.08
331_494,0.13,0.51,0.22,0.02
331_345,0.46,0.87,0.61,0.12
331_260,0.13,0.62,0.23,0.0
331_318,0.17,0.64,0.28,0.02
331_320,0.21,0.63,0.29,0.0
331_372,0.38,0.65,0.44,0.02
331_593,0.6,0.59,0.64,0.09
331_592,0.15,0.38,0.33,0.27
331_051,0.26,0.56,0.32,0.0
331_395,0.26,0.64,0.35,0.03
331_314,0.3,0.68,0.38,0.0
331_539,0.5,0.46,0.52,0.06
331_316,0.61,0.62,0.76,0.28
331_232,0.11,0.4,0.22,0.11
331_180,0.19,0.67,0.29,0.0
331_153,0.18,0.57,0.26,0.0
331_497,0.23,0.65,0.33,0.03
331_008,0.19,0.55,0.29,0.05
331_004,0.66,0.78,0.73,0.09
331_565,0.27,0.78,0.47,0.2
331_100,0.13,0.54,0.21,0.0
331_496,0.2,0.7,0.3,0.0
331_225,0.16,0.61,0.25,0.0
331_421,0.59,0.5,0.61,0.08
331_533,0.15,0.64,0.25,0.0
331_156,0.13,0.57,0.22,0.0
331_062,0.25,0.56,0.32,0.02
331_305,0.72,0.77,0.75,0.04
331_453,0.17,0.6,0.26,0.0
331_330,0.13,0.64,0.24,0.01
331_208,0.55,0.52,0.57,0.04
331_442,0.14,0.6,0.23,0.0
331_112,0.14,0.64,0.24,0.0
331_237,0.11,0.53,0.2,0.0
331_538,0.49,0.73,0.53,0.0
331_488,0.13,0.59,0.24,0.04
331_037,0.35,0.88,0.5,0.08
331_300,0.24,0.67,0.36,0.07
331_461,0.18,0.61,0.27,0.01
331_392,0.38,0.65,0.47,0.06
331_071,0.72,0.65,0.71,0.02
331_601,0.18,0.61,0.27,0.0
331_207,0.25,0.6,0.32,0.0
331_163,0.16,0.63,0.26,0.0
331_222,0.17,0.58,0.25,0.0
331_102,0.18,0.63,0.3,0.06
331_068,0.38,0.63,0.44,0.03
331_486,0.14,0.63,0.24,0.0
331_640,0.29,0.6,0.35,0.0
331_218,0.13,0.55,0.22,0.0
331_266,0.26,0.63,0.37,0.06
331_215,0.15,0.53,0.23,0.0
331_558,0.33,0.6,0.42,0.07
331_111,0.5,0.69,0.55,0.03
331_114,0.22,0.65,0.3,0.0
331_323,0.12,0.55,0.21,0.0
331_076,0.23,0.75,0.34,0.0
331_061,0.36,0.67,0.42,0.0
331_547,0.5,0.88,0.6,0.05
331_459,0.25,0.59,0.32,0.0
331_272,0.66,0.85,0.78,0.18
331_235,0.24,0.56,0.35,0.1
331_545,0.52,0.61,0.62,0.16
331_244,0.16,0.59,0.25,0.0
331_319,0.14,0.53,0.22,0.0
331_228,0.13,0.68,0.25,0.03
331_123,0.57,0.67,0.59,0.0
331_591,0.16,0.51,0.23,0.0
331_623,0.21,0.63,0.31,0.02
331_110,0.15,0.68,0.25,0.0
331_493,0.13,0.63,0.23,0.0
331_155,0.12,0.69,0.25,0.03
331_248,0.28,0.66,0.38,0.04
331_042,0.12,0.56,0.21,0.0
331_030,0.17,0.54,0.26,0.04
331_579,0.21,0.67,0.31,0.02
331_103,0.12,0.53,0.21,0.0
331_556,0.63,0.92,0.71,0.06
331_586,0.21,0.64,0.29,0.0
331_239,0.23,0.63,0.31,0.01
331_133,0.11,0.55,0.2,0.0
331_220,0.53,0.78,0.58,0.0
331_569,0.18,0.52,0.37,0.24
331_210,0.2,0.56,0.29,0.02
331_273,0.52,0.68,0.68,0.25
331_104,0.11,0.54,0.2,0.0
331_301,0.36,0.68,0.44,0.03
331_079,0.16,0.61,0.25,0.0
331_543,0.11,0.48,0.24,0.12
331_022,0.36,0.57,0.41,0.02
331_415,0.59,0.56,0.59,0.0
331_141,0.42,0.77,0.6,0.21
331_092,0.31,0.72,0.39,0.0
331_480,0.17,0.66,0.27,0.0
331_467,0.22,0.62,0.3,0.0
331_279,0.34,0.61,0.46,0.12
331_158,0.14,0.62,0.24,0.0
331_132,0.49,0.67,0.52,0.0
331_386,0.13,0.53,0.21,0.0
331_580,0.36,0.58,0.44,0.08
331_282,0.55,0.72,0.59,0.01
331_492,0.23,0.63,0.32,0.01
331_581,0.41,0.62,0.46,0.01
331_162,0.27,0.63,0.38,0.08
331_337,0.41,0.58,0.52,0.14
331_377,0.27,0.64,0.34,0.0
331_396,0.22,0.49,0.3,0.05
331_041,0.41,0.62,0.45,0.0
331_625,0.21,0.63,0.3,0.02
331_571,0.15,0.56,0.23,0.0
331_270,0.32,0.53,0.44,0.17
331_374,0.15,0.56,0.23,0.0
331_073,0.16,0.53,0.24,0.02
331_264,0.78,0.87,0.84,0.07
331_505,0.12,0.57,0.21,0.0
331_150,0.21,0.57,0.28,0.0
331_012,0.7,0.86,0.8,0.13
331_563,0.67,0.88,0.74,0.05
331_502,0.1,0.44,0.17,0.0
331_267,0.5,0.67,0.62,0.16
331_443,0.15,0.57,0.23,0.0
331_009,0.51,0.89,0.63,0.1
331_410,0.24,0.58,0.31,0.0
331_213,0.41,0.7,0.47,0.0
331_346,0.17,0.63,0.35,0.18
331_366,0.3,0.59,0.36,0.0
331_555,0.13,0.61,0.23,0.0
331_090,0.51,0.82,0.64,0.13
331_457,0.57,0.66,0.6,0.02
331_095,0.36,0.52,0.46,0.14
331_615,0.15,0.6,0.24,0.0
331_171,0.26,0.74,0.48,0.25
331_201,0.15,0.51,0.23,0.0
331_296,0.19,0.78,0.35,0.09
023_646,0.37,0.38,0.46,0.18
023_080,0.26,0.44,0.33,0.07
023_567,0.25,0.48,0.4,0.21
023_176,0.19,0.42,0.28,0.09
023_230,0.64,0.52,0.66,0.09
023_497,0.18,0.45,0.3,0.12
023_124,0.52,0.54,0.61,0.16
023_566,0.15,0.47,0.26,0.09
023_628,0.25,0.59,0.37,0.09
023_014,0.14,0.43,0.27,0.14
023_135,0.34,0.5,0.41,0.07
023_558,0.27,0.39,0.36,0.13
023_376,0.24,0.51,0.33,0.07
023_145,0.13,0.38,0.23,0.1
023_449,0.22,0.4,0.31,0.1
023_313,0.21,0.42,0.3,0.11
023_569,0.2,0.38,0.33,0.2
023_311,0.19,0.39,0.29,0.11
023_233,0.3,0.4,0.41,0.18
023_202,0.15,0.42,0.25,0.09
023_168,0.22,0.43,0.32,0.12
023_021,0.35,0.4,0.4,0.09
023_032,0.25,0.48,0.38,0.17
023_318,0.16,0.47,0.27,0.09
023_527,0.16,0.39,0.26,0.11
023_464,0.39,0.37,0.45,0.12
023_576,0.2,0.4,0.29,0.11
023_339,0.34,0.48,0.46,0.18
023_250,0.14,0.38,0.24,0.1
023_027,0.17,0.49,0.33,0.19
023_005,0.31,0.48,0.38,0.08
023_324,0.3,0.43,0.39,0.12
023_442,0.14,0.42,0.24,0.09
023_002,0.14,0.38,0.23,0.09
023_155,0.14,0.45,0.27,0.14
023_090,0.29,0.45,0.38,0.12
023_018,0.26,0.4,0.35,0.12
023_616,0.17,0.4,0.26,0.09
023_448,0.14,0.4,0.24,0.09
023_341,0.15,0.49,0.26,0.09
023_229,0.16,0.44,0.28,0.13
023_276,0.2,0.43,0.33,0.17
023_232,0.16,0.33,0.27,0.15
023_475,0.51,0.55,0.56,0.08
023_051,0.17,0.39,0.26,0.08
023_131,0.27,0.48,0.39,0.15
023_353,0.3,0.46,0.4,0.13
023_076,0.31,0.46,0.41,0.14
023_252,0.13,0.39,0.24,0.1
023_011,0.32,0.46,0.42,0.13
023_089,0.37,0.47,0.45,0.12
023_522,0.26,0.6,0.37,0.08
023_404,0.26,0.4,0.33,0.07
023_055,0.55,0.46,0.61,0.15
023_071,0.33,0.49,0.4,0.07
023_148,0.47,0.38,0.5,0.1
023_269,0.18,0.43,0.34,0.22
023_095,0.16,0.38,0.28,0.16
023_266,0.23,0.43,0.34,0.13
023_214,0.16,0.41,0.26,0.09
023_518,0.44,0.52,0.51,0.11
023_454,0.38,0.4,0.45,0.12
023_462,0.27,0.43,0.34,0.09
023_108,0.42,0.46,0.47,0.09
023_559,0.36,0.46,0.42,0.08
023_082,0.23,0.4,0.4,0.27
023_247,0.24,0.42,0.35,0.15
023_314,0.52,0.4,0.56,0.13
023_624,0.3,0.42,0.38,0.12
023_056,0.18,0.46,0.31,0.15
023_630,0.25,0.47,0.34,0.08
023_421,0.33,0.44,0.42,0.13
023_494,0.33,0.41,0.4,0.12
023_358,0.46,0.53,0.53,0.1
023_593,0.23,0.4,0.29,0.06
023_225,0.68,0.57,0.7,0.09
023_583,0.47,0.49,0.52,0.09
023_191,0.22,0.45,0.37,0.21
023_364,0.31,0.41,0.39,0.11
023_420,0.17,0.41,0.28,0.13
023_133,0.15,0.4,0.24,0.1
023_385,0.3,0.39,0.38,0.12
023_369,0.17,0.41,0.26,0.09
023_638,0.26,0.45,0.34,0.09
023_300,0.27,0.44,0.37,0.15
023_296,0.63,0.46,0.7,0.19
023_057,0.14,0.46,0.31,0.22
023_109,0.37,0.46,0.49,0.2
023_112,0.38,0.55,0.43,0.05
023_275,0.43,0.39,0.47,0.1
023_224,0.2,0.4,0.36,0.24
023_184,0.24,0.42,0.33,0.12
023_200,0.23,0.45,0.33,0.1
023_331,0.13,0.46,0.24,0.1
023_622,0.16,0.45,0.25,0.07
023_036,0.2,0.42,0.3,0.11
023_169,0.14,0.42,0.26,0.14
023_525,0.19,0.45,0.33,0.19
023_634,0.33,0.48,0.45,0.17
023_093,0.17,0.42,0.35,0.26
023_577,0.16,0.46,0.33,0.23
023_399,0.59,0.48,0.64,0.13
023_383,0.24,0.41,0.31,0.08
023_144,0.24,0.42,0.33,0.1
023_292,0.32,0.5,0.4,0.09
023_632,0.34,0.45,0.42,0.12
023_281,0.23,0.41,0.31,0.09
023_060,0.3,0.44,0.4,0.14
023_515,0.25,0.44,0.36,0.13
023_136,0.18,0.42,0.3,0.14
023_371,0.16,0.42,0.27,0.12
023_037,0.3,0.5,0.43,0.18
023_306,0.25,0.41,0.35,0.13
023_110,0.27,0.45,0.36,0.11
023_101,0.48,0.46,0.52,0.09
023_039,0.11,0.38,0.28,0.23
023_215,0.19,0.39,0.28,0.1
023_639,0.14,0.4,0.23,0.09
023_476,0.15,0.41,0.26,0.11
023_312,0.46,0.47,0.55,0.19
023_643,0.15,0.46,0.34,0.26
023_307,0.25,0.46,0.32,0.07
023_105,0.15,0.39,0.25,0.09
023_043,0.23,0.46,0.34,0.13
023_212,0.15,0.47,0.25,0.08
023_528,0.21,0.47,0.32,0.13
023_604,0.13,0.42,0.32,0.26
023_445,0.17,0.41,0.27,0.11
023_350,0.23,0.44,0.32,0.1
023_485,0.2,0.4,0.28,0.08
023_459,0.14,0.39,0.23,0.09
023_610,0.16,0.38,0.26,0.11
023_201,0.17,0.51,0.28,0.07
023_343,0.36,0.45,0.43,0.11
023_042,0.9,0.61,0.9,0.13
023_015,0.24,0.42,0.34,0.14
023_495,0.15,0.39,0.24,0.09
023_141,0.16,0.45,0.33,0.22
023_206,0.46,0.39,0.49,0.08
023_179,0.2,0.4,0.3,0.11
023_623,0.7,0.64,0.72,0.07
023_234,0.28,0.38,0.36,0.14
023_162,0.15,0.43,0.28,0.14
023_116,0.15,0.43,0.25,0.08
023_440,0.22,0.42,0.3,0.08
023_524,0.26,0.41,0.4,0.23
023_484,0.23,0.44,0.32,0.09
023_608,0.26,0.41,0.33,0.09
023_570,0.22,0.41,0.3,0.09
023_633,0.22,0.46,0.35,0.16
023_551,0.21,0.45,0.31,0.1
023_294,0.3,0.41,0.36,0.08
023_016,0.13,0.39,0.23,0.1
023_648,0.25,0.38,0.33,0.1
023_652,0.2,0.38,0.41,0.35
023_414,0.21,0.39,0.31,0.13
023_541,0.23,0.43,0.34,0.14
023_584,0.19,0.39,0.27,0.08
023_270,0.19,0.39,0.32,0.18
023_205,0.13,0.38,0.23,0.1
023_038,0.29,0.46,0.38,0.12
023_430,0.21,0.45,0.33,0.14
023_180,0.25,0.45,0.36,0.13
023_138,0.18,0.4,0.29,0.14
023_238,0.19,0.56,0.3,0.07
023_237,0.2,0.41,0.29,0.09
023_329,0.28,0.44,0.35,0.07
023_397,0.17,0.37,0.34,0.26
023_012,0.24,0.49,0.38,0.18
023_097,0.32,0.43,0.42,0.15
023_091,0.21,0.44,0.29,0.08
023_392,0.48,0.48,0.55,0.14
023_446,0.71,0.45,0.71,0.11
023_461,0.17,0.56,0.28,0.08
023_457,0.26,0.42,0.35,0.13
023_008,0.4,0.45,0.47,0.12
023_531,0.24,0.63,0.34,0.06
023_629,0.56,0.45,0.63,0.18
023_467,0.15,0.46,0.25,0.08
023_458,0.27,0.41,0.35,0.1
023_085,0.33,0.42,0.4,0.11
023_486,0.43,0.55,0.5,0.08
023_316,0.22,0.41,0.39,0.26
023_580,0.18,0.41,0.3,0.13
023_150,0.34,0.4,0.4,0.09
023_422,0.15,0.4,0.25,0.1
023_167,0.13,0.48,0.25,0.09
023_140,0.18,0.34,0.28,0.12
023_492,0.3,0.45,0.38,0.1
023_160,0.15,0.48,0.26,0.09
023_436,0.29,0.43,0.38,0.12
023_064,0.16,0.39,0.25,0.08
023_163,0.24,0.42,0.33,0.11
023_283,0.32,0.43,0.39,0.09
023_565,0.19,0.45,0.31,0.14
023_398,0.32,0.51,0.4,0.08
023_444,0.22,0.4,0.31,0.1
023_496,0.46,0.43,0.52,0.13
023_009,0.38,0.5,0.49,0.18
023_147,0.13,0.49,0.24,0.08
023_520,0.26,0.44,0.36,0.13
023_188,0.65,0.52,0.69,0.13
023_299,0.17,0.38,0.28,0.13
023_456,0.18,0.37,0.29,0.14
023_544,0.19,0.44,0.3,0.12
023_441,0.79,0.54,0.79,0.1
023_127,0.2,0.44,0.32,0.14
023_268,0.13,0.45,0.27,0.14
023_309,0.27,0.46,0.36,0.1
023_579,0.18,0.52,0.29,0.09
023_134,0.32,0.44,0.39,0.1
023_645,0.21,0.38,0.34,0.2
023_120,0.24,0.42,0.32,0.1
023_349,0.18,0.43,0.28,0.09
023_626,0.2,0.44,0.29,0.09
023_405,0.23,0.38,0.3,0.09
023_290,0.17,0.48,0.28,0.08
023_613,0.26,0.4,0.35,0.12
023_075,0.39,0.44,0.46,0.12
023_053,0.35,0.47,0.46,0.17
023_478,0.15,0.44,0.25,0.08
023_490,0.23,0.43,0.33,0.13
023_074,0.15,0.39,0.24,0.08
023_509,0.41,0.45,0.47,0.1
023_139,0.16,0.4,0.26,0.09
023_094,0.16,0.38,0.25,0.1
023_615,0.14,0.43,0.25,0.1
023_555,0.23,0.42,0.32,0.1
023_033,0.45,0.46,0.51,0.11
023_563,0.26,0.46,0.37,0.14
023_337,0.11,0.42,0.29,0.25
023_587,0.3,0.42,0.4,0.14
023_031,0.45,0.52,0.5,0.08
023_595,0.33,0.48,0.4,0.06
023_517,0.14,0.38,0.23,0.1
023_618,0.35,0.46,0.49,0.24
023_173,0.2,0.44,0.32,0.13
023_137,0.3,0.46,0.4,0.14
023_437,0.2,0.45,0.31,0.12
023_336,0.16,0.42,0.29,0.15
023_386,0.15,0.39,0.25,0.1
023_098,0.24,0.36,0.33,0.14
023_395,0.21,0.42,0.31,0.12
023_451,0.13,0.39,0.23,0.1
023_265,0.37,0.48,0.49,0.19
023_560,0.23,0.41,0.32,0.12
023_347,0.17,0.39,0.26,0.09
023_455,0.21,0.52,0.31,0.07
023_513,0.29,0.49,0.42,0.18
023_253,0.17,0.39,0.28,0.13
023_196,0.14,0.46,0.24,0.08
023_263,0.51,0.47,0.56,0.13
023_323,0.14,0.39,0.23,0.09
023_452,0.28,0.42,0.36,0.09
023_453,0.15,0.44,0.25,0.08
023_480,0.2,0.52,0.3,0.07
023_194,0.28,0.48,0.37,0.08
023_548,0.15,0.58,0.28,0.08
023_059,0.19,0.33,0.41,0.37
023_415,0.18,0.35,0.26,0.08
023_099,0.22,0.42,0.31,0.1
023_450,0.15,0.39,0.24,0.08
023_255,0.14,0.44,0.27,0.13
023_241,0.24,0.41,0.33,0.11
023_552,0.24,0.44,0.35,0.14
023_242,0.21,0.43,0.31,0.1
023_161,0.14,0.42,0.35,0.32
023_612,0.26,0.44,0.34,0.09
023_519,0.32,0.46,0.39,0.09
023_320,0.18,0.49,0.28,0.06
023_335,0.14,0.36,0.32,0.27
023_326,0.17,0.36,0.38,0.35
023_428,0.57,0.44,0.6,0.11
023_417,0.17,0.4,0.25,0.07
023_322,0.22,0.41,0.3,0.08
023_286,0.21,0.53,0.34,0.12
023_374,0.16,0.43,0.26,0.09
023_410,0.37,0.45,0.44,0.11
023_418,0.19,0.37,0.26,0.08
023_538,0.24,0.53,0.33,0.07
023_007,0.14,0.39,0.24,0.11
023_198,0.19,0.39,0.29,0.12
023_502,0.12,0.35,0.21,0.09
023_092,0.17,0.44,0.27,0.09
023_157,0.29,0.47,0.38,0.12
023_118,0.26,0.45,0.36,0.12
023_534,0.22,0.44,0.32,0.12
023_571,0.14,0.38,0.24,0.09
023_601,0.2,0.43,0.29,0.08
023_597,0.19,0.42,0.27,0.08
023_605,0.48,0.52,0.52,0.08
023_088,0.25,0.48,0.37,0.15
023_121,0.45,0.43,0.48,0.07
023_389,0.78,0.52,0.8,0.14
023_360,0.46,0.47,0.5,0.08
023_278,0.18,0.42,0.3,0.14
023_460,0.15,0.4,0.24,0.08
023_227,0.16,0.42,0.27,0.11
023_578,0.21,0.4,0.29,0.08
023_477,0.21,0.46,0.3,0.08
023_087,0.2,0.41,0.3,0.12
023_132,0.26,0.42,0.33,0.06
023_344,0.68,0.69,0.76,0.17
023_166,0.13,0.39,0.23,0.09
023_072,0.56,0.47,0.6,0.12
023_602,0.14,0.39,0.24,0.1
023_384,0.14,0.37,0.29,0.2
023_362,0.19,0.43,0.28,0.09
023_117,0.14,0.38,0.23,0.1
023_562,0.28,0.39,0.36,0.11
023_287,0.4,0.48,0.48,0.13
023_409,0.46,0.49,0.52,0.11
023_488,0.18,0.44,0.3,0.14
023_048,0.17,0.51,0.27,0.07
023_186,0.14,0.43,0.29,0.18
023_113,0.27,0.47,0.35,0.09
023_158,0.14,0.45,0.24,0.08
023_529,0.14,0.38,0.24,0.09
023_586,0.17,0.46,0.26,0.07
023_465,0.28,0.45,0.38,0.13
023_470,0.17,0.41,0.26,0.09
023_146,0.15,0.38,0.24,0.09
023_111,0.17,0.44,0.29,0.14
023_185,0.19,0.44,0.36,0.24
023_553,0.43,0.39,0.51,0.17
023_366,0.14,0.39,0.24,0.1
023_017,0.28,0.44,0.37,0.12
023_192,0.16,0.4,0.27,0.13
023_177,0.17,0.43,0.32,0.19
023_195,0.18,0.45,0.27,0.07
023_273,0.25,0.45,0.41,0.23
023_207,0.22,0.4,0.3,0.09
023_543,0.18,0.37,0.3,0.17
023_503,0.37,0.46,0.45,0.12
023_426,0.14,0.39,0.23,0.09
023_412,0.15,0.47,0.26,0.09
023_143,0.14,0.38,0.23,0.08
023_259,0.27,0.41,0.37,0.14
023_439,0.29,0.45,0.38,0.13
023_469,0.16,0.38,0.25,0.09
023_592,0.17,0.37,0.33,0.24
023_019,0.34,0.45,0.43,0.14
023_022,0.14,0.38,0.25,0.12
023_305,0.22,0.43,0.32,0.12
023_024,0.14,0.38,0.26,0.13
023_330,0.18,0.49,0.29,0.09
023_251,0.56,0.41,0.6,0.15
023_199,0.17,0.38,0.26,0.1
023_572,0.16,0.44,0.32,0.21
023_315,0.24,0.38,0.32,0.1
023_149,0.2,0.52,0.3,0.08
023_209,0.19,0.44,0.28,0.08
023_463,0.15,0.44,0.25,0.09
023_546,0.25,0.47,0.42,0.26
023_342,0.15,0.39,0.24,0.08
023_178,0.43,0.47,0.49,0.1
023_047,0.29,0.42,0.41,0.2
023_282,0.24,0.42,0.33,0.11
023_295,0.15,0.5,0.31,0.19
023_625,0.23,0.58,0.32,0.05
023_530,0.34,0.47,0.41,0.09
023_532,0.2,0.38,0.28,0.08
023_030,0.41,0.48,0.48,0.11
023_125,0.26,0.4,0.36,0.15
023_083,0.15,0.43,0.32,0.23
023_434,0.25,0.44,0.35,0.12
023_425,0.13,0.38,0.23,0.09
023_115,0.34,0.45,0.42,0.13
023_028,0.25,0.43,0.34,0.11
023_298,0.27,0.46,0.38,0.14
023_510,0.15,0.43,0.28,0.14
023_473,0.19,0.43,0.29,0.12
023_505,0.41,0.51,0.47,0.09
023_507,0.13,0.38,0.23,0.1
023_187,0.2,0.6,0.32,0.07
023_511,0.25,0.44,0.34,0.1
023_557,0.27,0.38,0.35,0.11
023_285,0.21,0.41,0.3,0.11
023_069,0.18,0.38,0.27,0.1
023_427,0.37,0.46,0.45,0.13
023_631,0.21,0.33,0.28,0.09
023_433,0.37,0.39,0.42,0.1
023_523,0.23,0.42,0.34,0.13
023_171,0.18,0.45,0.35,0.23
023_375,0.13,0.38,0.23,0.09
023_481,0.18,0.38,0.26,0.08
023_603,0.18,0.43,0.34,0.23
023_606,0.31,0.44,0.4,0.13
023_081,0.3,0.43,0.39,0.14
023_382,0.2,0.4,0.3,0.12
023_370,0.13,0.36,0.24,0.12
023_514,0.14,0.48,0.25,0.09
023_304,0.28,0.37,0.4,0.21
023_596,0.14,0.38,0.23,0.1
023_006,0.55,0.45,0.62,0.2
023_159,0.62,0.46,0.67,0.16
023_512,0.2,0.4,0.33,0.17
023_086,0.46,0.44,0.52,0.14
023_046,0.16,0.44,0.25,0.06
023_267,0.26,0.4,0.38,0.19
023_119,0.23,0.43,0.35,0.15
023_197,0.14,0.42,0.24,0.08
023_356,0.3,0.45,0.44,0.23
023_303,0.4,0.4,0.46,0.12
023_054,0.18,0.4,0.29,0.12
023_274,0.27,0.41,0.34,0.08
023_078,0.42,0.44,0.46,0.08
023_381,0.26,0.41,0.34,0.11
023_637,0.43,0.42,0.48,0.11
023_317,0.15,0.47,0.26,0.09
023_049,0.14,0.4,0.25,0.11
023_598,0.45,0.44,0.5,0.12
023_393,0.18,0.38,0.27,0.11
023_650,0.22,0.39,0.31,0.11
023_029,0.19,0.46,0.29,0.11
023_284,0.19,0.46,0.3,0.11
023_372,0.27,0.42,0.34,0.08
023_617,0.49,0.46,0.59,0.21
023_256,0.21,0.46,0.31,0.11
023_474,0.26,0.43,0.34,0.09
023_647,0.15,0.37,0.38,0.36
023_262,0.17,0.4,0.25,0.08
023_181,0.16,0.52,0.27,0.08
023_359,0.2,0.42,0.3,0.12
023_034,0.15,0.39,0.25,0.1
023_190,0.18,0.38,0.3,0.16
023_378,0.24,0.38,0.31,0.1
023_506,0.13,0.4,0.24,0.1
023_236,0.2,0.44,0.29,0.08
023_535,0.27,0.45,0.37,0.12
023_297,0.21,0.58,0.32,0.07
023_246,0.21,0.32,0.27,0.06
023_079,0.17,0.43,0.26,0.07
023_221,0.2,0.42,0.29,0.09
023_289,0.26,0.41,0.38,0.19
023_361,0.33,0.51,0.41,0.08
023_106,0.15,0.39,0.25,0.1
023_542,0.19,0.42,0.37,0.28
023_365,0.15,0.41,0.25,0.1
023_235,0.15,0.38,0.27,0.15
023_164,0.22,0.4,0.31,0.1
023_447,0.2,0.4,0.28,0.09
023_472,0.28,0.41,0.34,0.08
023_126,0.14,0.44,0.28,0.15
023_564,0.16,0.4,0.25,0.08
023_401,0.26,0.46,0.34,0.07
023_154,0.28,0.46,0.38,0.14
023_213,0.59,0.42,0.6,0.08
023_614,0.23,0.44,0.36,0.17
023_471,0.2,0.41,0.3,0.13
023_102,0.12,0.42,0.26,0.15
023_521,0.19,0.36,0.27,0.1
023_406,0.17,0.5,0.27,0.07
023_165,0.28,0.4,0.4,0.2
023_070,0.31,0.42,0.39,0.12
023_114,0.15,0.46,0.25,0.08
023_489,0.17,0.38,0.25,0.09
023_058,0.47,0.43,0.52,0.12
023_504,0.25,0.4,0.33,0.1
023_582,0.33,0.47,0.48,0.23
023_635,0.22,0.64,0.34,0.05
023_035,0.24,0.42,0.32,0.1
023_170,0.17,0.44,0.32,0.18
023_204,0.25,0.51,0.34,0.08
023_574,0.21,0.42,0.3,0.09
023_100,0.51,0.42,0.55,0.1
023_066,0.24,0.45,0.34,0.12
023_220,0.15,0.48,0.25,0.07
023_589,0.36,0.43,0.42,0.09
023_026,0.2,0.41,0.3,0.12
023_432,0.28,0.46,0.36,0.09
023_067,0.2,0.41,0.3,0.11
023_226,0.19,0.56,0.29,0.06
023_013,0.25,0.39,0.33,0.1
023_279,0.31,0.43,0.42,0.18
023_001,0.22,0.46,0.29,0.06
023_219,0.16,0.39,0.25,0.09
023_261,0.18,0.4,0.27,0.08
023_363,0.18,0.55,0.31,0.1
023_346,0.22,0.44,0.37,0.2
023_096,0.4,0.38,0.47,0.14
023_367,0.22,0.44,0.32,0.11
023_651,0.25,0.32,0.44,0.35
023_435,0.24,0.41,0.33,0.12
023_438,0.16,0.51,0.27,0.07
023_554,0.18,0.4,0.27,0.1
023_621,0.18,0.54,0.3,0.1
023_424,0.21,0.42,0.3,0.1
023_573,0.27,0.45,0.36,0.1
023_189,0.23,0.43,0.33,0.12
023_416,0.19,0.35,0.26,0.07
023_045,0.19,0.45,0.34,0.21
023_644,0.18,0.3,0.35,0.3
023_257,0.24,0.45,0.33,0.11
023_600,0.23,0.4,0.31,0.09
023_302,0.17,0.39,0.26,0.09
023_443,0.18,0.42,0.27,0.08
023_627,0.18,0.4,0.37,0.29
023_540,0.29,0.45,0.43,0.21
023_526,0.19,0.46,0.29,0.08
023_411,0.36,0.46,0.5,0.24
023_193,0.36,0.46,0.44,0.13
023_272,0.46,0.47,0.57,0.22
023_549,0.13,0.4,0.23,0.09
023_466,0.23,0.47,0.38,0.21
023_568,0.22,0.45,0.31,0.09
023_040,0.23,0.38,0.32,0.11
023_394,0.22,0.37,0.32,0.14
023_248,0.39,0.44,0.46,0.13
023_355,0.22,0.41,0.31,0.1
023_310,0.18,0.35,0.36,0.28
023_354,0.29,0.43,0.39,0.14
023_641,0.13,0.46,0.29,0.19
023_068,0.25,0.43,0.34,0.12
023_319,0.15,0.46,0.24,0.07
023_210,0.14,0.39,0.24,0.11
023_500,0.25,0.48,0.34,0.09
023_062,0.24,0.41,0.33,0.1
023_533,0.18,0.5,0.27,0.06
023_004,0.2,0.44,0.3,0.1
023_649,0.28,0.43,0.4,0.19
023_332,0.16,0.4,0.27,0.12
023_240,0.31,0.46,0.4,0.13
023_501,0.52,0.52,0.57,0.11
023_063,0.63,0.43,0.66,0.14
